"Date"|"Open"|"Close"|"Low"|"High"|"Volume"
"2023-01-03"|"130.279999"|"125.07"|"124.169998"|"130.899994"|"112117500"
"2023-01-04"|"126.889999"|"126.360001"|"125.080002"|"128.660004"|"89113600"
"2023-01-05"|"127.129997"|"125.019997"|"124.760002"|"127.769997"|"80962700"
"2023-01-06"|"126.010002"|"129.619995"|"124.889999"|"130.289993"|"87754700"
"2023-01-09"|"130.470001"|"130.149994"|"129.889999"|"133.410004"|"70790800"
"2023-01-10"|"130.259995"|"130.729996"|"128.119995"|"131.259995"|"63896200"
"2023-01-11"|"131.25"|"133.490005"|"130.460007"|"133.509995"|"69458900"
"2023-01-12"|"133.880005"|"133.410004"|"131.440002"|"134.259995"|"71379600"
"2023-01-13"|"132.029999"|"134.759995"|"131.660004"|"134.919998"|"57809700"
"2023-01-17"|"134.830002"|"135.940002"|"134.130005"|"137.289993"|"63646600"
"2023-01-18"|"136.820007"|"135.210007"|"135.029999"|"138.610001"|"69672800"
"2023-01-19"|"134.080002"|"135.270004"|"133.770004"|"136.25"|"58280400"
"2023-01-20"|"135.279999"|"137.869995"|"134.220001"|"138.020004"|"80223600"
"2023-01-23"|"138.119995"|"141.110001"|"137.899994"|"143.320007"|"81760300"
"2023-01-24"|"140.309998"|"142.529999"|"140.300003"|"143.160004"|"66435100"
"2023-01-25"|"140.889999"|"141.860001"|"138.809998"|"142.429993"|"65799300"
"2023-01-26"|"143.169998"|"143.960007"|"141.899994"|"144.25"|"54105100"
"2023-01-27"|"143.160004"|"145.929993"|"143.080002"|"147.229996"|"70555800"
"2023-01-30"|"144.960007"|"143.0"|"142.850006"|"145.550003"|"64015300"
"2023-01-31"|"142.699997"|"144.289993"|"142.279999"|"144.339996"|"65874500"
"2023-02-01"|"143.970001"|"145.429993"|"141.320007"|"146.610001"|"77663600"
"2023-02-02"|"148.899994"|"150.820007"|"148.169998"|"151.179993"|"118339000"
"2023-02-03"|"148.029999"|"154.5"|"147.830002"|"157.380005"|"154357300"
"2023-02-06"|"152.570007"|"151.729996"|"150.779999"|"153.100006"|"69858300"
"2023-02-07"|"150.639999"|"154.649994"|"150.639999"|"155.229996"|"83322600"
"2023-02-08"|"153.880005"|"151.919998"|"151.169998"|"154.580002"|"64120100"
"2023-02-09"|"153.779999"|"150.869995"|"150.419998"|"154.330002"|"56007100"
"2023-02-10"|"149.460007"|"151.009995"|"149.220001"|"151.339996"|"57450700"
"2023-02-13"|"150.949997"|"153.850006"|"150.919998"|"154.259995"|"62199000"
"2023-02-14"|"152.119995"|"153.199997"|"150.860001"|"153.770004"|"61707600"
"2023-02-15"|"153.110001"|"155.330002"|"152.880005"|"155.5"|"65573800"
"2023-02-16"|"153.509995"|"153.710007"|"153.350006"|"156.330002"|"68167900"
"2023-02-17"|"152.350006"|"152.550003"|"150.850006"|"153.0"|"59144100"
"2023-02-21"|"150.199997"|"148.479996"|"148.410004"|"151.300003"|"58867200"
"2023-02-22"|"148.869995"|"148.910004"|"147.160004"|"149.949997"|"51011300"
"2023-02-23"|"150.089996"|"149.399994"|"147.240005"|"150.339996"|"48394200"
"2023-02-24"|"147.110001"|"146.710007"|"145.720001"|"147.190002"|"55469600"
"2023-02-27"|"147.710007"|"147.919998"|"147.449997"|"149.169998"|"44998500"
"2023-02-28"|"147.050003"|"147.410004"|"146.830002"|"149.080002"|"50547000"
"2023-03-01"|"146.830002"|"145.309998"|"145.009995"|"147.229996"|"55479000"
"2023-03-02"|"144.380005"|"145.910004"|"143.899994"|"146.710007"|"52238100"
"2023-03-03"|"148.039993"|"151.029999"|"147.330002"|"151.110001"|"70732300"
"2023-03-06"|"153.789993"|"153.830002"|"153.460007"|"156.300003"|"87558000"
"2023-03-07"|"153.699997"|"151.600006"|"151.130005"|"154.029999"|"56182000"
"2023-03-08"|"152.809998"|"152.869995"|"151.830002"|"153.470001"|"47204800"
"2023-03-09"|"153.559998"|"150.589996"|"150.229996"|"154.539993"|"53833600"
"2023-03-10"|"150.210007"|"148.5"|"147.610001"|"150.940002"|"68572400"
"2023-03-13"|"147.809998"|"150.470001"|"147.699997"|"153.139999"|"84457100"
"2023-03-14"|"151.279999"|"152.589996"|"150.100006"|"153.399994"|"73695900"
"2023-03-15"|"151.190002"|"152.990005"|"149.919998"|"153.25"|"77167900"
"2023-03-16"|"152.160004"|"155.850006"|"151.639999"|"156.460007"|"76161100"
"2023-03-17"|"156.080002"|"155.0"|"154.279999"|"156.740005"|"98944600"
"2023-03-20"|"155.070007"|"157.399994"|"154.149994"|"157.820007"|"73641400"
"2023-03-21"|"157.320007"|"159.279999"|"156.539993"|"159.399994"|"73938300"
"2023-03-22"|"159.300003"|"157.830002"|"157.809998"|"162.139999"|"75701800"
"2023-03-23"|"158.830002"|"158.929993"|"157.679993"|"161.550003"|"67622100"
"2023-03-24"|"158.860001"|"160.25"|"157.850006"|"160.339996"|"59196500"
"2023-03-27"|"159.940002"|"158.279999"|"157.869995"|"160.770004"|"52390300"
"2023-03-28"|"157.970001"|"157.649994"|"155.979996"|"158.490005"|"45992200"
"2023-03-29"|"159.369995"|"160.770004"|"159.350006"|"161.050003"|"51305700"
"2023-03-30"|"161.529999"|"162.360001"|"161.270004"|"162.470001"|"49501700"
"2023-03-31"|"162.440002"|"164.899994"|"161.910004"|"165.0"|"68749800"
"2023-04-03"|"164.270004"|"166.169998"|"164.220001"|"166.289993"|"56976200"
"2023-04-04"|"166.600006"|"165.630005"|"165.110001"|"166.839996"|"46278300"
"2023-04-05"|"164.740005"|"163.759995"|"161.800003"|"165.050003"|"51511700"
"2023-04-06"|"162.429993"|"164.660004"|"162.0"|"164.960007"|"45390100"
"2023-04-10"|"161.419998"|"162.029999"|"160.080002"|"162.029999"|"47716900"
"2023-04-11"|"162.350006"|"160.800003"|"160.509995"|"162.360001"|"47644200"
"2023-04-12"|"161.220001"|"160.100006"|"159.779999"|"162.059998"|"50133100"
"2023-04-13"|"161.630005"|"165.559998"|"161.419998"|"165.800003"|"68445600"
"2023-04-14"|"164.589996"|"165.210007"|"163.820007"|"166.320007"|"49386500"
"2023-04-17"|"165.089996"|"165.229996"|"164.029999"|"165.389999"|"41516200"
"2023-04-18"|"166.100006"|"166.470001"|"165.649994"|"167.410004"|"49923000"
"2023-04-19"|"165.800003"|"167.630005"|"165.539993"|"168.160004"|"47720200"
"2023-04-20"|"166.089996"|"166.649994"|"165.559998"|"167.869995"|"52456400"
"2023-04-21"|"165.050003"|"165.020004"|"164.490005"|"166.449997"|"58337300"
"2023-04-24"|"165.0"|"165.330002"|"163.889999"|"165.600006"|"41949600"
"2023-04-25"|"165.190002"|"163.770004"|"163.729996"|"166.309998"|"48714100"
"2023-04-26"|"163.059998"|"163.759995"|"162.800003"|"165.279999"|"45498800"
"2023-04-27"|"165.190002"|"168.410004"|"165.190002"|"168.559998"|"64902300"
"2023-04-28"|"168.490005"|"169.679993"|"167.880005"|"169.850006"|"55209200"
"2023-05-01"|"169.279999"|"169.589996"|"168.639999"|"170.449997"|"52472900"
"2023-05-02"|"170.089996"|"168.539993"|"167.539993"|"170.350006"|"48425700"
"2023-05-03"|"169.5"|"167.449997"|"167.160004"|"170.919998"|"65136000"
"2023-05-04"|"164.889999"|"165.789993"|"164.309998"|"167.039993"|"81235400"
"2023-05-05"|"170.979996"|"173.570007"|"170.759995"|"174.300003"|"113316400"
"2023-05-08"|"172.479996"|"173.5"|"172.110001"|"173.850006"|"55962800"
"2023-05-09"|"173.050003"|"171.770004"|"171.600006"|"173.539993"|"45326900"
"2023-05-10"|"173.020004"|"173.559998"|"171.899994"|"174.029999"|"53724500"
"2023-05-11"|"173.850006"|"173.75"|"172.169998"|"174.589996"|"49514700"
"2023-05-12"|"173.619995"|"172.570007"|"171.0"|"174.059998"|"45497800"
"2023-05-15"|"173.160004"|"172.070007"|"171.470001"|"173.210007"|"37266700"
"2023-05-16"|"171.990005"|"172.070007"|"171.800003"|"173.139999"|"42110300"
"2023-05-17"|"171.710007"|"172.690002"|"170.419998"|"172.929993"|"57951600"
"2023-05-18"|"173.0"|"175.050003"|"172.580002"|"175.240005"|"65496700"
"2023-05-19"|"176.389999"|"175.160004"|"174.940002"|"176.389999"|"55772400"
"2023-05-22"|"173.979996"|"174.199997"|"173.449997"|"174.710007"|"43570900"
"2023-05-23"|"173.130005"|"171.559998"|"171.279999"|"173.380005"|"50747300"
"2023-05-24"|"171.089996"|"171.839996"|"170.520004"|"172.419998"|"45143500"
"2023-05-25"|"172.410004"|"172.990005"|"171.690002"|"173.899994"|"56058300"
"2023-05-26"|"173.320007"|"175.429993"|"173.110001"|"175.770004"|"54835000"
"2023-05-30"|"176.960007"|"177.300003"|"176.570007"|"178.990005"|"55964400"
"2023-05-31"|"177.330002"|"177.25"|"176.759995"|"179.350006"|"99625300"
"2023-06-01"|"177.699997"|"180.089996"|"176.929993"|"180.119995"|"68901800"
"2023-06-02"|"181.029999"|"180.949997"|"179.259995"|"181.779999"|"61945900"
"2023-06-05"|"182.630005"|"179.580002"|"178.039993"|"184.949997"|"121946500"
"2023-06-06"|"179.970001"|"179.210007"|"177.429993"|"180.119995"|"64848400"
"2023-06-07"|"178.440002"|"177.820007"|"177.320007"|"181.210007"|"61944600"
"2023-06-08"|"177.899994"|"180.570007"|"177.460007"|"180.839996"|"50214900"
"2023-06-09"|"181.5"|"180.960007"|"180.630005"|"182.229996"|"48870700"
"2023-06-12"|"181.270004"|"183.789993"|"180.970001"|"183.889999"|"54274900"
"2023-06-13"|"182.800003"|"183.309998"|"182.440002"|"184.149994"|"54929100"
"2023-06-14"|"183.369995"|"183.949997"|"182.020004"|"184.389999"|"57462900"
"2023-06-15"|"183.960007"|"186.009995"|"183.779999"|"186.520004"|"65433200"
"2023-06-16"|"186.729996"|"184.919998"|"184.270004"|"186.990005"|"101235600"
"2023-06-20"|"184.410004"|"185.009995"|"184.410004"|"186.100006"|"49799100"
"2023-06-21"|"184.899994"|"183.960007"|"182.589996"|"185.410004"|"49515700"
"2023-06-22"|"183.740005"|"187.0"|"183.669998"|"187.050003"|"51245300"
"2023-06-23"|"185.550003"|"186.679993"|"185.009995"|"187.559998"|"53079300"
"2023-06-26"|"186.830002"|"185.270004"|"185.229996"|"188.050003"|"48088700"
"2023-06-27"|"185.889999"|"188.059998"|"185.669998"|"188.389999"|"50730800"
"2023-06-28"|"187.929993"|"189.25"|"187.600006"|"189.899994"|"51216800"
"2023-06-29"|"189.080002"|"189.589996"|"188.940002"|"190.070007"|"46347300"
"2023-06-30"|"191.630005"|"193.970001"|"191.259995"|"194.479996"|"85069600"
"2023-07-03"|"193.779999"|"192.460007"|"191.759995"|"193.880005"|"31458200"
"2023-07-05"|"191.570007"|"191.330002"|"190.619995"|"192.979996"|"46920300"
"2023-07-06"|"189.839996"|"191.809998"|"189.199997"|"192.020004"|"45094300"
"2023-07-07"|"191.410004"|"190.679993"|"190.240005"|"192.669998"|"46778000"
"2023-07-10"|"189.259995"|"188.610001"|"187.039993"|"189.990005"|"59922200"
"2023-07-11"|"189.160004"|"188.080002"|"186.600006"|"189.300003"|"46638100"
"2023-07-12"|"189.679993"|"189.770004"|"188.470001"|"191.699997"|"60750200"
"2023-07-13"|"190.5"|"190.539993"|"189.779999"|"191.190002"|"41342300"
"2023-07-14"|"190.229996"|"190.690002"|"189.630005"|"191.179993"|"41573900"
"2023-07-17"|"191.899994"|"193.990005"|"191.809998"|"194.320007"|"50520200"
"2023-07-18"|"193.350006"|"193.729996"|"192.419998"|"194.330002"|"48353800"
"2023-07-19"|"193.100006"|"195.100006"|"192.649994"|"198.229996"|"80507300"
"2023-07-20"|"195.089996"|"193.130005"|"192.5"|"196.470001"|"59581200"
"2023-07-21"|"194.100006"|"191.940002"|"191.229996"|"194.970001"|"71917800"
"2023-07-24"|"193.410004"|"192.75"|"192.25"|"194.910004"|"45377800"
"2023-07-25"|"193.330002"|"193.619995"|"192.919998"|"194.440002"|"37283200"
"2023-07-26"|"193.669998"|"194.5"|"193.320007"|"195.639999"|"47471900"
"2023-07-27"|"196.020004"|"193.220001"|"192.550003"|"197.199997"|"47460200"
"2023-07-28"|"194.669998"|"195.830002"|"194.139999"|"196.630005"|"48291400"
"2023-07-31"|"196.059998"|"196.449997"|"195.259995"|"196.490005"|"38824100"
"2023-08-01"|"196.240005"|"195.610001"|"195.279999"|"196.729996"|"35175100"
"2023-08-02"|"195.039993"|"192.580002"|"191.850006"|"195.179993"|"50389300"
"2023-08-03"|"191.570007"|"191.169998"|"190.690002"|"192.369995"|"61235200"
"2023-08-04"|"185.520004"|"181.990005"|"181.919998"|"187.380005"|"115799700"
"2023-08-07"|"182.130005"|"178.850006"|"177.350006"|"183.130005"|"97576100"
"2023-08-08"|"179.690002"|"179.800003"|"177.580002"|"180.270004"|"67823000"
"2023-08-09"|"180.869995"|"178.190002"|"177.009995"|"180.929993"|"60378500"
"2023-08-10"|"179.479996"|"177.970001"|"177.600006"|"180.75"|"54686900"
"2023-08-11"|"177.320007"|"177.789993"|"176.550003"|"178.619995"|"51988100"
"2023-08-14"|"177.970001"|"179.460007"|"177.309998"|"179.690002"|"43675600"
"2023-08-15"|"178.880005"|"177.449997"|"177.050003"|"179.479996"|"43622600"
"2023-08-16"|"177.130005"|"176.570007"|"176.5"|"178.539993"|"46964900"
"2023-08-17"|"177.139999"|"174.0"|"173.479996"|"177.509995"|"66062900"
"2023-08-18"|"172.300003"|"174.490005"|"171.960007"|"175.100006"|"61114200"
"2023-08-21"|"175.070007"|"175.839996"|"173.740005"|"176.130005"|"46311900"
"2023-08-22"|"177.059998"|"177.229996"|"176.25"|"177.679993"|"42084200"
"2023-08-23"|"178.520004"|"181.119995"|"178.330002"|"181.550003"|"52722800"
"2023-08-24"|"180.669998"|"176.380005"|"176.009995"|"181.100006"|"54945800"
"2023-08-25"|"177.380005"|"178.610001"|"175.820007"|"179.149994"|"51449600"
"2023-08-28"|"180.089996"|"180.190002"|"178.550003"|"180.589996"|"43820700"
"2023-08-29"|"179.699997"|"184.119995"|"179.5"|"184.899994"|"53003900"
"2023-08-30"|"184.940002"|"187.649994"|"184.740005"|"187.850006"|"60813900"
"2023-08-31"|"187.839996"|"187.869995"|"187.479996"|"189.119995"|"60794500"
"2023-09-01"|"189.490005"|"189.460007"|"188.279999"|"189.919998"|"45732600"
"2023-09-05"|"188.279999"|"189.699997"|"187.610001"|"189.979996"|"45280000"
"2023-09-06"|"188.399994"|"182.910004"|"181.470001"|"188.850006"|"81755800"
"2023-09-07"|"175.179993"|"177.559998"|"173.539993"|"178.210007"|"112488800"
"2023-09-08"|"178.350006"|"178.179993"|"177.789993"|"180.240005"|"65551300"
"2023-09-11"|"180.070007"|"179.360001"|"177.339996"|"180.300003"|"58953100"
"2023-09-12"|"179.490005"|"176.300003"|"174.820007"|"180.130005"|"90370200"
"2023-09-13"|"176.509995"|"174.210007"|"173.979996"|"177.300003"|"84267900"
"2023-09-14"|"174.0"|"175.740005"|"173.580002"|"176.100006"|"60895800"
"2023-09-15"|"176.479996"|"175.009995"|"173.820007"|"176.5"|"109205100"
"2023-09-18"|"176.479996"|"177.970001"|"176.169998"|"179.380005"|"67257600"
"2023-09-19"|"177.520004"|"179.070007"|"177.130005"|"179.630005"|"51826900"
"2023-09-20"|"179.259995"|"175.490005"|"175.399994"|"179.699997"|"58436200"
"2023-09-21"|"174.550003"|"173.929993"|"173.860001"|"176.300003"|"63047900"
"2023-09-22"|"174.669998"|"174.789993"|"174.050003"|"177.080002"|"56725400"
"2023-09-25"|"174.199997"|"176.080002"|"174.149994"|"176.970001"|"46172700"
"2023-09-26"|"174.820007"|"171.960007"|"171.660004"|"175.199997"|"64588900"
"2023-09-27"|"172.619995"|"170.429993"|"169.050003"|"173.039993"|"66921800"
"2023-09-28"|"169.339996"|"170.690002"|"167.619995"|"172.029999"|"56294400"
"2023-09-29"|"172.020004"|"171.210007"|"170.339996"|"173.070007"|"51814200"
"2023-10-02"|"171.220001"|"173.75"|"170.929993"|"174.300003"|"52164500"
"2023-10-03"|"172.259995"|"172.399994"|"170.820007"|"173.630005"|"49594600"
"2023-10-04"|"171.089996"|"173.660004"|"170.970001"|"174.210007"|"53020300"
"2023-10-05"|"173.789993"|"174.910004"|"172.679993"|"175.449997"|"48527900"
"2023-10-06"|"173.800003"|"177.490005"|"173.179993"|"177.990005"|"57224100"
"2023-10-09"|"176.809998"|"178.990005"|"175.800003"|"179.050003"|"42390800"
"2023-10-10"|"178.100006"|"178.389999"|"177.949997"|"179.720001"|"43698000"
"2023-10-11"|"178.199997"|"179.800003"|"177.600006"|"179.850006"|"47551100"
"2023-10-12"|"180.070007"|"180.710007"|"179.039993"|"182.339996"|"56743100"
"2023-10-13"|"181.419998"|"178.850006"|"178.139999"|"181.929993"|"51427100"
"2023-10-16"|"176.75"|"178.720001"|"176.509995"|"179.080002"|"52517000"
"2023-10-17"|"176.649994"|"177.149994"|"174.800003"|"178.419998"|"57549400"
"2023-10-18"|"175.580002"|"175.839996"|"175.110001"|"177.580002"|"54764400"
"2023-10-19"|"176.039993"|"175.460007"|"175.190002"|"177.839996"|"59302900"
"2023-10-20"|"175.309998"|"172.880005"|"172.639999"|"175.419998"|"64189300"
"2023-10-23"|"170.910004"|"173.0"|"169.929993"|"174.009995"|"55980100"
"2023-10-24"|"173.050003"|"173.440002"|"171.449997"|"173.669998"|"43816600"
"2023-10-25"|"171.880005"|"171.100006"|"170.649994"|"173.059998"|"57157000"
"2023-10-26"|"170.369995"|"166.889999"|"165.669998"|"171.380005"|"70625300"
"2023-10-27"|"166.910004"|"168.220001"|"166.830002"|"168.960007"|"58499100"
"2023-10-30"|"169.020004"|"170.289993"|"168.869995"|"171.169998"|"51131000"
"2023-10-31"|"169.350006"|"170.770004"|"167.899994"|"170.899994"|"44846000"
"2023-11-01"|"171.0"|"173.970001"|"170.119995"|"174.229996"|"56934900"
"2023-11-02"|"175.520004"|"177.570007"|"175.460007"|"177.779999"|"77334800"
"2023-11-03"|"174.240005"|"176.649994"|"173.350006"|"176.820007"|"79763700"
"2023-11-06"|"176.380005"|"179.229996"|"176.210007"|"179.429993"|"63841300"
"2023-11-07"|"179.179993"|"181.820007"|"178.970001"|"182.440002"|"70530000"
"2023-11-08"|"182.350006"|"182.889999"|"181.589996"|"183.449997"|"49340300"
"2023-11-09"|"182.960007"|"182.410004"|"181.809998"|"184.119995"|"53763500"
"2023-11-10"|"183.970001"|"186.399994"|"183.529999"|"186.570007"|"66133400"
"2023-11-13"|"185.820007"|"184.800003"|"184.210007"|"186.029999"|"43627500"
"2023-11-14"|"187.699997"|"187.440002"|"186.300003"|"188.110001"|"60108400"
"2023-11-15"|"187.850006"|"188.009995"|"187.779999"|"189.5"|"53790500"
"2023-11-16"|"189.570007"|"189.710007"|"188.649994"|"190.960007"|"54412900"
"2023-11-17"|"190.25"|"189.690002"|"188.570007"|"190.380005"|"50922700"
"2023-11-20"|"189.889999"|"191.449997"|"189.880005"|"191.910004"|"46505100"
"2023-11-21"|"191.410004"|"190.639999"|"189.740005"|"191.520004"|"38134500"
"2023-11-22"|"191.490005"|"191.309998"|"190.830002"|"192.929993"|"39617700"
"2023-11-24"|"190.869995"|"189.970001"|"189.25"|"190.899994"|"24048300"
"2023-11-27"|"189.919998"|"189.789993"|"188.899994"|"190.669998"|"40552600"
"2023-11-28"|"189.779999"|"190.399994"|"189.399994"|"191.080002"|"38415400"
"2023-11-29"|"190.899994"|"189.369995"|"188.970001"|"192.089996"|"43014200"
"2023-11-30"|"189.839996"|"189.949997"|"188.190002"|"190.320007"|"48794400"
"2023-12-01"|"190.330002"|"191.240005"|"189.229996"|"191.559998"|"45679300"
"2023-12-04"|"189.979996"|"189.429993"|"187.449997"|"190.050003"|"43389500"
"2023-12-05"|"190.210007"|"193.419998"|"190.179993"|"194.399994"|"66628400"
"2023-12-06"|"194.449997"|"192.320007"|"192.110001"|"194.759995"|"41089700"
"2023-12-07"|"193.630005"|"194.270004"|"193.589996"|"195.0"|"47477700"
"2023-12-08"|"194.199997"|"195.710007"|"193.669998"|"195.990005"|"53377300"
"2023-12-11"|"193.110001"|"193.179993"|"191.419998"|"193.490005"|"60943700"
"2023-12-12"|"193.080002"|"194.710007"|"191.720001"|"194.720001"|"52696900"
"2023-12-13"|"195.089996"|"197.960007"|"194.850006"|"198.0"|"70404200"
"2023-12-14"|"198.020004"|"198.110001"|"196.160004"|"199.619995"|"66831600"
"2023-12-15"|"197.529999"|"197.570007"|"197.0"|"198.399994"|"128256700"
"2023-12-18"|"196.089996"|"195.889999"|"194.389999"|"196.630005"|"55751900"
"2023-12-19"|"196.160004"|"196.940002"|"195.889999"|"196.949997"|"40714100"
"2023-12-20"|"196.899994"|"194.830002"|"194.830002"|"197.679993"|"52242800"
"2023-12-21"|"196.100006"|"194.679993"|"193.5"|"197.080002"|"46482500"
"2023-12-22"|"195.179993"|"193.600006"|"192.970001"|"195.410004"|"37122800"
